start_date_inclusive,end_date_inclusive,building_identifier,location_street_address,location_street_address_2,location_city,location_country,location_subdivision,location_postal_code,building_kind,building_area_quantity,building_area_unit,building_lease_type,clean_power_percent,building_occupied,custom_field_region,custom_field_business_unit,heating_type,refrigerants_used
2023-11-01,2024-01-31,Houston Office - Administrative or Professional 3,,,Houston,United States,Texas,,Office - Administrative or Professional,9846,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2023-04-01,2024-01-31,New York City Office - Administrative or Professional 1,,,New York City,United States,New York,,Office - Administrative or Professional,5580,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,New York City Office - Administrative or Professional 2,,,New York City,United States,New York,,Office - Administrative or Professional,5544,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,New York City Office - Administrative or Professional 3,,,New York City,United States,New York,,Office - Administrative or Professional,6253,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,New York City Office - Administrative or Professional 4,,,New York City,United States,New York,,Office - Administrative or Professional,9891,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Miami Office - Mixed use 1,,,Miami,United States,Florida,,Office - Mixed use,14733,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2023-09-01,2024-01-31,Miami Office - Administrative or Professional 1,,,Miami,United States,Florida,,Office - Administrative or Professional,7302,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2023-08-01,2024-01-31,Miami Office - Administrative or Professional 2,,,Miami,United States,Florida,,Office - Administrative or Professional,9879,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2023-09-01,2024-09-01,Miami Office - Mixed use 2,,,Miami,United States,Florida,,Office - Mixed use,10217,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,Chicago Office - Administrative or Professional 1,,,Chicago,United States,Illinois,,Office - Administrative or Professional,5477,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Chicago Office - Administrative or Professional 2,,,Chicago,United States,Illinois,,Office - Administrative or Professional,6451,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Chicago Office - Administrative or Professional 3,,,Chicago,United States,Illinois,,Office - Administrative or Professional,6753,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Chicago Office - Administrative or Professional 4,,,Chicago,United States,Illinois,,Office - Administrative or Professional,5608,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2023-07-01,2024-01-31,Chicago Office - Administrative or Professional 5,,,Chicago,United States,Illinois,,Office - Administrative or Professional,5123,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,Las Vegas Office - Mixed use 1,,,Las Vegas,United States,Nevada,,Office - Mixed use,12545,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Las Vegas Office - Mixed use 2,,,Las Vegas,United States,Nevada,,Office - Mixed use,20605,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2023-11-01,2024-01-31,Las Vegas Office - Mixed use 3,,,Las Vegas,United States,Nevada,,Office - Mixed use,18253,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Las Vegas Office - Mixed use 4,,,Las Vegas,United States,Nevada,,Office - Mixed use,19897,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Washington D.C. Office - Mixed use 1,,,Washington D.C.,United States,,,Office - Mixed use,12209,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Washington D.C. Office - Administrative or Professional 1,,,Washington D.C.,United States,,,Office - Administrative or Professional,8844,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2023-01-01,Atlanta Office - Mixed use 1,,,Atlanta,United States,Georgia,,Office - Mixed use,17128,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Atlanta Office - Administrative or Professional 1,,,Atlanta,United States,Georgia,,Office - Administrative or Professional,8512,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Denver Office - Mixed use 1,,,Denver,United States,Colorado,,Office - Mixed use,24707,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Philadelphia Office - Mixed use 1,,,Philadelphia,United States,Pennsylvania,,Office - Mixed use,15349,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2023-01-01,Philadelphia Office - Mixed use 2,,,Philadelphia,United States,Pennsylvania,,Office - Mixed use,19016,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,Philadelphia Office - Administrative or Professional 1,,,Philadelphia,United States,Pennsylvania,,Office - Administrative or Professional,6848,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Boston Office - Mixed use 1,,,Boston,United States,Massachusetts,,Office - Mixed use,17091,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Boston Office - Mixed use 2,,,Boston,United States,Massachusetts,,Office - Mixed use,21121,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Nashville Office - Administrative or Professional 1,,,Nashville,United States,Tennessee,,Office - Administrative or Professional,8905,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Nashville Office - Administrative or Professional 2,,,Nashville,United States,Tennessee,,Office - Administrative or Professional,7273,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Virginia Beach Office - Mixed use 1,,,Virginia Beach,United States,Virginia,,Office - Mixed use,11241,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Virginia Beach Office - Administrative or Professional 1,,,Virginia Beach,United States,Virginia,,Office - Administrative or Professional,8870,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Virginia Beach Office - Administrative or Professional 2,,,Virginia Beach,United States,Virginia,,Office - Administrative or Professional,8814,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Portland Office - Administrative or Professional 1,,,Portland,United States,Oregon,,Office - Administrative or Professional,9810,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Portland Office - Administrative or Professional 2,,,Portland,United States,Oregon,,Office - Administrative or Professional,9784,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2023-01-01,Portland Office - Mixed use 1,,,Portland,United States,Oregon,,Office - Mixed use,18892,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2023-11-01,2024-01-31,Portland Office - Mixed use 2,,,Portland,United States,Oregon,,Office - Mixed use,23825,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2023-06-01,2024-01-31,Honolulu Office - Administrative or Professional 1,,,Honolulu,United States,Hawaii,,Office - Administrative or Professional,9096,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Honolulu Office - Mixed use 1,,,Honolulu,United States,Hawaii,,Office - Mixed use,11412,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2023-06-01,2024-01-31,Honolulu Office - Administrative or Professional 2,,,Honolulu,United States,Hawaii,,Office - Administrative or Professional,6324,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,Honolulu Office - Administrative or Professional 3,,,Honolulu,United States,Hawaii,,Office - Administrative or Professional,8832,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Honolulu Office - Mixed use 2,,,Honolulu,United States,Hawaii,,Office - Mixed use,22662,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Charlotte Office - Administrative or Professional 1,,,Charlotte,United States,North Carolina,,Office - Administrative or Professional,5554,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Charlotte Office - Administrative or Professional 2,,,Charlotte,United States,North Carolina,,Office - Administrative or Professional,6859,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Charlotte Office - Administrative or Professional 3,,,Charlotte,United States,North Carolina,,Office - Administrative or Professional,7657,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Charlotte Office - Mixed use 1,,,Charlotte,United States,North Carolina,,Office - Mixed use,22296,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2023-04-01,2024-01-31,Charlotte Office - Mixed use 2,,,Charlotte,United States,North Carolina,,Office - Mixed use,15313,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2023-01-01,Seattle Office - Administrative or Professional 1,,,Seattle,United States,Washington,,Office - Administrative or Professional,5904,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Baltimore Office - Administrative or Professional 1,,,Baltimore,United States,Maryland,,Office - Administrative or Professional,5561,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2023-10-01,2024-01-31,Baltimore Office - Mixed use 1,,,Baltimore,United States,Maryland,,Office - Mixed use,24064,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Baltimore Office - Administrative or Professional 2,,,Baltimore,United States,Maryland,,Office - Administrative or Professional,5182,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Baltimore Office - Mixed use 2,,,Baltimore,United States,Maryland,,Office - Mixed use,12954,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Anchorage Office - Mixed use 1,,,Anchorage,United States,Alaska,,Office - Mixed use,13021,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Anchorage Office - Administrative or Professional 1,,,Anchorage,United States,Alaska,,Office - Administrative or Professional,8121,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Anchorage Office - Administrative or Professional 2,,,Anchorage,United States,Alaska,,Office - Administrative or Professional,8925,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,San Antonio Office - Administrative or Professional 1,,,San Antonio,United States,Texas,,Office - Administrative or Professional,6101,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2023-01-01,San Antonio Office - Administrative or Professional 2,,,San Antonio,United States,Texas,,Office - Administrative or Professional,9253,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,San Antonio Office - Mixed use 1,,,San Antonio,United States,Texas,,Office - Mixed use,15702,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,San Antonio Office - Administrative or Professional 3,,,San Antonio,United States,Texas,,Office - Administrative or Professional,9596,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Columbus Office - Mixed use 1,,,Columbus,United States,Ohio,,Office - Mixed use,17646,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2022-01-01,2024-01-31,Columbus Office - Administrative or Professional 1,,,Columbus,United States,Ohio,,Office - Administrative or Professional,7080,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Detroit Office - Mixed use 1,,,Detroit,United States,Michigan,,Office - Mixed use,12990,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2023-03-01,2024-01-31,Tucson Office - Mixed use 1,,,Tucson,United States,Arizona,,Office - Mixed use,23783,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Tucson Office - Administrative or Professional 1,,,Tucson,United States,Arizona,,Office - Administrative or Professional,5845,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Tucson Office - Administrative or Professional 2,,,Tucson,United States,Arizona,,Office - Administrative or Professional,6333,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Indianapolis Office - Mixed use 1,,,Indianapolis,United States,Indiana,,Office - Mixed use,24828,square_feet,Owned by us,0,TRUE,North America,Business Unit Charlie,,
2023-03-01,2024-01-31,Indianapolis Office - Mixed use 2,,,Indianapolis,United States,Indiana,,Office - Mixed use,22837,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2022-01-01,2024-01-31,Indianapolis Office - Administrative or Professional 1,,,Indianapolis,United States,Indiana,,Office - Administrative or Professional,9320,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Indianapolis Office - Administrative or Professional 2,,,Indianapolis,United States,Indiana,,Office - Administrative or Professional,8219,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,Indianapolis Office - Administrative or Professional 3,,,Indianapolis,United States,Indiana,,Office - Administrative or Professional,5661,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2023-01-01,Raleigh Office - Mixed use 1,,,Raleigh,United States,North Carolina,,Office - Mixed use,21284,square_feet,Owned by us,0,TRUE,North America,Business Unit Echo,,
2023-01-01,2024-01-31,Raleigh Office - Administrative or Professional 1,,,Raleigh,United States,North Carolina,,Office - Administrative or Professional,8813,square_feet,Owned by us,0,TRUE,North America,Business Unit Alpha ,,
2022-01-01,2023-01-01,Raleigh Office - Administrative or Professional 2,,,Raleigh,United States,North Carolina,,Office - Administrative or Professional,5804,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Kansas City (MO) Office - Mixed use 1,,,Kansas City (MO),United States,Missouri,,Office - Mixed use,24440,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2023-01-01,Kansas City (MO) Office - Administrative or Professional 1,,,Kansas City (MO),United States,Missouri,,Office - Administrative or Professional,5191,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2023-01-01,Kansas City (MO) Office - Mixed use 2,,,Kansas City (MO),United States,Missouri,,Office - Mixed use,16726,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Minneapolis Office - Mixed use 1,,,Minneapolis,United States,Minnesota,,Office - Mixed use,16286,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,Milwaukee Office - Administrative or Professional 1,,,Milwaukee,United States,Wisconsin,,Office - Administrative or Professional,9431,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2023-01-01,2024-01-31,Milwaukee Office - Administrative or Professional 2,,,Milwaukee,United States,Wisconsin,,Office - Administrative or Professional,8832,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2023-09-01,2024-01-31,Milwaukee Office - Administrative or Professional 3,,,Milwaukee,United States,Wisconsin,,Office - Administrative or Professional,8117,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,San Diego Office - Mixed use 1,,,San Diego,United States,California,,Office - Mixed use,19477,square_feet,Owned by us,0,TRUE,North America,Business Unit Delta ,,
2022-01-01,2024-01-31,San Diego Office - Mixed use 2,,,San Diego,United States,California,,Office - Mixed use,21370,square_feet,Owned by us,0,TRUE,North America,Business Unit Bravo,,
2022-01-01,2024-01-31,Paris Office - Administrative or Professional 1,,,Paris,France,Île-de-France,,Office - Administrative or Professional,630,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2023-01-01,Paris Office - Administrative or Professional 2,,,Paris,France,Île-de-France,,Office - Administrative or Professional,893,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2024-01-31,Marseille Office - Mixed use 1,,,Marseille,France,Provence-Alpes-Côte-d’Azur,,Office - Mixed use,995,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2023-02-01,2024-02-01,Marseille Office - Administrative or Professional 1,,,Marseille,France,Provence-Alpes-Côte-d’Azur,,Office - Administrative or Professional,576,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2023-07-01,2024-07-01,Lyon Office - Mixed use 1,,,Lyon,France,Auvergne-Rhône-Alpes,,Office - Mixed use,1895,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2022-01-01,2024-01-31,Bordeaux Office - Mixed use 1,,,Bordeaux,France,Nouvelle-Aquitaine,,Office - Mixed use,994,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2024-01-31,Lille Office - Administrative or Professional 1,,,Lille,France,Hauts-de-France,,Office - Administrative or Professional,663,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2024-01-31,Munich Office - Administrative or Professional 1,,,Munich,Germany,Bayern,,Office - Administrative or Professional,560,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2024-01-31,Cologne Office - Administrative or Professional 1,,,Cologne,Germany,,,Office - Administrative or Professional,730,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2022-01-01,2024-01-31,Cologne Office - Administrative or Professional 2,,,Cologne,Germany,,,Office - Administrative or Professional,816,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2022-01-01,2024-01-31,Berlin Office - Mixed use 1,,,Berlin,Germany,Berlin,,Office - Mixed use,1308,square_meters,Owned by us,0,TRUE,Europe,Business Unit Delta ,,
2022-01-01,2023-01-01,Hamburg Office - Mixed use 1,,,Hamburg,Germany,Hamburg,,Office - Mixed use,1575,square_meters,Owned by us,0,TRUE,Europe,Business Unit Delta ,,
2022-01-01,2024-01-31,Hamburg Office - Administrative or Professional 1,,,Hamburg,Germany,Hamburg,,Office - Administrative or Professional,521,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2022-01-01,2024-01-31,Rome Office - Mixed use 1,,,Rome,Italy,Lazio,,Office - Mixed use,1063,square_meters,Owned by us,0,TRUE,Europe,Business Unit Charlie,,
2023-02-01,2024-01-31,Milan Office - Mixed use 1,,,Milan,Italy,,,Office - Mixed use,1010,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2023-03-01,2024-03-01,Milan Office - Administrative or Professional 1,,,Milan,Italy,,,Office - Administrative or Professional,829,square_meters,Owned by us,0,TRUE,Europe,Business Unit Charlie,,
2022-01-01,2024-01-31,Naples Office - Mixed use 1,,,Naples,Italy,Campania,,Office - Mixed use,1128,square_meters,Owned by us,0,TRUE,Europe,Business Unit Charlie,,
2023-06-01,2024-01-31,Naples Office - Administrative or Professional 1,,,Naples,Italy,Campania,,Office - Administrative or Professional,859,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2024-01-31,Florence Office - Mixed use 1,,,Florence,Italy,,,Office - Mixed use,1230,square_meters,Owned by us,0,TRUE,Europe,Business Unit Delta ,,
2022-01-01,2024-01-31,Venice Office - Mixed use 1,,,Venice,Italy,Veneto,,Office - Mixed use,1785,square_meters,Owned by us,0,TRUE,Europe,Business Unit Charlie,,
2022-01-01,2024-01-31,Venice Office - Administrative or Professional 1,,,Venice,Italy,Veneto,,Office - Administrative or Professional,925,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2023-02-01,2024-01-31,Barcelona Office - Administrative or Professional 1,,,Barcelona,Spain,,,Office - Administrative or Professional,844,square_meters,Owned by us,0,TRUE,Europe,Business Unit Bravo,,
2022-01-01,2024-01-31,Madrid Office - Administrative or Professional 1,,,Madrid,Spain,Madrid,,Office - Administrative or Professional,572,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2022-01-01,2024-01-31,Madrid Office - Mixed use 1,,,Madrid,Spain,Madrid,,Office - Mixed use,2081,square_meters,Owned by us,0,TRUE,Europe,Business Unit Delta ,,
2022-01-01,2024-01-31,Seville Office - Mixed use 1,,,Seville,Spain,,,Office - Mixed use,1100,square_meters,Owned by us,0,TRUE,Europe,Business Unit Echo,,
2022-01-01,2024-01-31,Valencia Office - Mixed use 1,,,Valencia,Spain,Valencia,,Office - Mixed use,1204,square_meters,Owned by us,0,TRUE,Europe,Business Unit Alpha ,,
2022-01-01,2024-01-31,Bilbao Office - Administrative or Professional 1,,,Bilbao,Spain,,,Office - Administrative or Professional,501,square_meters,Owned by us,0,TRUE,Europe,Business Unit Bravo,,
2022-01-01,2024-01-31,Bilbao Office - Mixed use 1,,,Bilbao,Spain,,,Office - Mixed use,1081,square_meters,Owned by us,0,TRUE,Europe,Business Unit Bravo,,
2022-01-01,2023-01-01,São Paulo Office - Mixed use 1,,,São Paulo,Brazil,São Paulo,,Office - Mixed use,1292,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2022-01-01,2024-01-31,Rio de Janeiro Office - Mixed use 1,,,Rio de Janeiro,Brazil,Rio de Janeiro,,Office - Mixed use,2050,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2023-08-01,2024-01-31,Rio de Janeiro Office - Mixed use 2,,,Rio de Janeiro,Brazil,Rio de Janeiro,,Office - Mixed use,1494,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Belo Horizonte Office - Mixed use 1,,,Belo Horizonte,Brazil,Minas Gerais,,Office - Mixed use,1161,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Salvador Office - Mixed use 1,,,Salvador,Brazil,Bahia,,Office - Mixed use,2104,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Alpha ,,
2023-11-01,2024-01-31,Porto Alegre Office - Administrative or Professional 1,,,Porto Alegre,Brazil,Rio Grande do Sul,,Office - Administrative or Professional,532,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2023-10-01,2024-01-31,Porto Alegre Office - Administrative or Professional 2,,,Porto Alegre,Brazil,Rio Grande do Sul,,Office - Administrative or Professional,736,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Bravo,,
2022-01-01,2024-01-31,Curitiba Office - Administrative or Professional 1,,,Curitiba,Brazil,Paraná,,Office - Administrative or Professional,522,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2022-01-01,2024-01-31,Curitiba Office - Mixed use 1,,,Curitiba,Brazil,Paraná,,Office - Mixed use,2244,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2023-01-01,2024-01-31,Recife Office - Administrative or Professional 1,,,Recife,Brazil,Pernambuco,,Office - Administrative or Professional,586,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Echo,,
2022-01-01,2024-01-31,Recife Office - Administrative or Professional 2,,,Recife,Brazil,Pernambuco,,Office - Administrative or Professional,915,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Echo,,
2022-01-01,2024-01-31,Goiânia Office - Administrative or Professional 1,,,Goiânia,Brazil,Goiás,,Office - Administrative or Professional,722,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2022-01-01,2024-01-31,Goiânia Office - Administrative or Professional 2,,,Goiânia,Brazil,Goiás,,Office - Administrative or Professional,817,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Charlie,,
2022-01-01,2024-01-31,Fortaleza Office - Administrative or Professional 1,,,Fortaleza,Brazil,Ceará,,Office - Administrative or Professional,744,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Bravo,,
2022-01-01,2024-01-31,Fortaleza Office - Administrative or Professional 2,,,Fortaleza,Brazil,Ceará,,Office - Administrative or Professional,499,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Bravo,,
2022-01-01,2024-01-31,Brasília Office - Mixed use 1,,,Brasília,Brazil,Distrito Federal,,Office - Mixed use,1052,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2022-01-01,2024-01-31,Buenos Aires Office - Administrative or Professional 1,,,Buenos Aires,Argentina,Buenos Aires,,Office - Administrative or Professional,780,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Bravo,,
2022-01-01,2024-01-31,Córdoba Office - Administrative or Professional 1,,,Córdoba,Argentina,,,Office - Administrative or Professional,851,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Córdoba Office - Administrative or Professional 2,,,Córdoba,Argentina,,,Office - Administrative or Professional,638,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Rosario Office - Administrative or Professional 1,,,Rosario,Argentina,,,Office - Administrative or Professional,834,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Alpha ,,
2022-01-01,2024-01-31,Mendoza Office - Administrative or Professional 1,,,Mendoza,Argentina,,,Office - Administrative or Professional,780,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Charlie,,
2023-08-01,2024-01-31,Mendoza Office - Mixed use 1,,,Mendoza,Argentina,,,Office - Mixed use,2066,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Delta ,,
2022-01-01,2024-01-31,San Miguel de Tucumán Office - Mixed use 1,,,San Miguel de Tucumán,Argentina,,,Office - Mixed use,1578,square_meters,Owned by us,0,TRUE,Latin America,Business Unit Bravo,,
